Query	Statistic	P-value	FDR (BH)	Event_SD	Event_TD
OR10A6	-0.063824509	0.397335603	0.613485922	178	10
OR10AD1	-0.021906458	0.771629323	0.880907466	178	117
OR10G2	-0.120559071	0.108939323	0.277027544	178	24
OR10G3	-0.114983052	0.1264304	0.303504441	178	4
B3GALT2	0.357247196	1.17E-06	3.11E-05	178	178
VOPP1	-0.354945272	1.17E-06	3.11E-05	178	178
OR10G8	0.20522902	0.005993796	0.036416163	178	3
OR10G9	0.237245782	0.001429622	0.01240477	178	6
OR10H1	0.083200227	0.269539114	0.486082865	178	90
OR10H2	0.03856017	0.609335324	0.777655654	178	38
OR10H5	-0.02077697	0.7831041	0.887798927	178	61
OR10J1	0.00053043	0.994393346	0.997318626	178	4
OR10P1	0.09684899	0.198426065	0.404002986	178	4
C1orf168	0.355080326	1.15E-06	3.08E-05	178	168
OR10V1	0.04499142	0.550952451	0.736117147	178	31
OR10W1	-0.083434108	0.268190538	0.4844432	178	11
OR11A1	0.045513555	0.546334926	0.733018512	178	18
OR11G2	0.05109752	0.498173965	0.697505862	178	8
OR11H12	0.102192679	0.174663321	0.373989443	178	20
OR11H4	-0.090626186	0.228951952	0.440318943	178	17
OR11H6	0.008644284	0.908826588	0.953730136	178	27
OR12D2	0.101893037	0.175937376	0.375619269	178	23
OR12D3	-0.0068758	0.927421564	0.962801619	178	3
OR13A1	0.025864137	0.731826527	0.856502755	178	172
OR13C2	-0.041468503	0.58259549	0.758815848	178	11
OR13C5	-0.013269122	0.860456828	0.929611174	178	12
OR13D1	-0.073147579	0.331879304	0.55082939	178	10
OR13F1	-0.136451938	0.06934364	0.205957638	178	3
OR13G1	-0.023757534	0.752931453	0.869399507	178	3
OR13H1	-0.172141829	0.02158132	0.091596699	178	8
OR13J1	-0.150048809	0.045594352	0.155204463	178	80
OR14I1	0.023653974	0.753973849	0.869978918	178	7
OR1A2	-0.008270334	0.912754758	0.955873985	178	5
OR1B1	0.010570194	0.888632859	0.943567884	178	19
OR1C1	0.091463788	0.224660367	0.436039393	178	13
OR1D4	-0.032816665	0.663662995	0.814705243	178	9
OR1E1	0.047803505	0.526310972	0.718287884	178	26
OR1E2	-0.015655447	0.835688988	0.916370767	178	3
OR1F1	-0.14580119	0.052147301	0.170018258	178	19
OR1F2P	-0.053212243	0.480537601	0.684494346	178	19
OR1G1	-0.034245676	0.649966654	0.805748461	178	16
OR1J1	-0.030185028	0.689176833	0.83055721	178	64
OR1J2	-0.054638983	0.46883217	0.676198931	178	87
OR1J4	-0.180084994	0.016154529	0.074374773	178	47
OR1K1	0.052332714	0.487831455	0.689758098	178	26
OR1L3	-0.198673828	0.007848472	0.044134145	178	14
OR1L4	0.082480366	0.273718805	0.490441795	178	8
OR1L6	0.035751371	0.635661207	0.795934047	178	8
OR1L8	-0.040107044	0.595045484	0.767793109	178	125
OR1N1	-0.056350901	0.454995975	0.665563723	178	13
OR1N2	0.051832753	0.492003833	0.69249658	178	10
OR1Q1	-0.169202396	0.023955501	0.098686683	178	56
OR2A12	-0.105892921	0.159488827	0.353762448	178	11
OR2A14	0.097812017	0.193978922	0.39851836	178	39
OR2A1	-0.032104928	0.670526778	0.819252268	178	173
OR2A25	0.017379863	0.817889696	0.907122645	178	110
OR2A2	0.042284387	0.5751928	0.753685138	178	24
OR2A4	0.032209897	0.669512758	0.81892095	178	178
OR2A5	0.02982879	0.692658469	0.832621798	178	19
OR2A7	-0.0218325	0.772169311	0.881328058	178	178
OR2A9P	-0.028505345	0.705385392	0.840562296	178	178
OR2AE1	-0.197640236	0.008183372	0.045480046	178	51
OR2AG1	0.066357574	0.378830259	0.595989302	178	4
OR2AG2	0.027036657	0.720165086	0.850274561	178	64
OR2AK2	0.028937422	0.701398224	0.83803314	178	4
OR2AT4	-0.041660379	0.580850596	0.757734509	178	3
OR2B11	1.75E-05	0.999815334	0.999960512	178	40
OR2B2	-0.09549302	0.204812395	0.411874331	178	19
OR2B6	-0.123683055	0.100004083	0.26258337	178	116
OR2C1	0.057288556	0.447515311	0.658910481	178	113
OR2C3	-0.066307834	0.379188501	0.596268264	178	36
OR2D2	-0.102252621	0.174409275	0.373607302	178	16
OR2D3	-0.049766809	0.509444348	0.706137147	178	8
OR2F1	-0.067524925	0.370482191	0.588129758	178	6
OR2F2	-0.11682298	0.120434034	0.294225673	178	4
OR2G2	-0.046875136	0.534383878	0.724112106	178	5
OR2G3	-0.075967804	0.313524789	0.532660811	178	3
OR2G6	0.10759362	0.152855474	0.344255597	178	3
OR2H1	0.006254364	0.933965608	0.966720893	178	27
OR2H2	-0.055641088	0.460705031	0.669457767	178	88
OR2J2	-0.127071076	0.090979319	0.246104659	178	3
OR2J3	0.091762984	0.223141296	0.434211043	178	6
OR2K2	-0.024789682	0.742566924	0.863025647	178	31
OR2L13	0.012331835	0.870223755	0.935054313	178	79
OR2L1P	-0.009903499	0.895615919	0.946973768	178	12
OR2L2	0.008836291	0.906810501	0.952541728	178	12
OR2L3	-0.063330794	0.40100437	0.616598788	178	11
OR2M4	0.022755509	0.763035929	0.874654572	178	3
OR2S2	-0.036591647	0.627735604	0.790274644	178	13
TBC1D24	0.355753845	1.10E-06	2.94E-05	178	178
OR2T11	-0.07108174	0.345752206	0.564471998	178	3
OR2T2	-0.071297362	0.344287335	0.562732498	178	10
OR2T33	-0.036846659	0.625338637	0.788620547	178	5
OR2T3	-0.062688385	0.40580815	0.620799193	178	11
OR2T4	-0.117266386	0.119022509	0.29225768	178	4
OR2T5	-0.079337935	0.292477118	0.5109951	178	15
OR2T8	0.038117839	0.613449168	0.780488696	178	34
OR2W3	0.15975366	0.033166413	0.123872972	178	136
OR2W5	-0.178832821	0.016921717	0.076974934	178	3
OR2Z1	-0.060940278	0.419051443	0.633432599	178	5
OR3A1	0.137126411	0.067965257	0.203658887	178	47
OR3A2	0.07944561	0.291820536	0.51038577	178	95
OR3A3	0.023594186	0.754575855	0.870120213	178	8
OR3A4	0.093658124	0.213688437	0.422810431	178	4
OR4A47	0.048024601	0.524397516	0.716834688	178	4
OR4C6	0.091040752	0.226820681	0.438517026	178	40
OR4D10	-0.08893687	0.23778268	0.451036087	178	3
OR4D1	-0.048443711	0.520780082	0.714884091	178	5
GLP1R	0.355800428	1.09E-06	2.93E-05	178	171
OR4D6	0.079883851	0.289158364	0.507528625	178	6
OR4E2	-0.046117004	0.541022081	0.728956844	178	3
OR4F21	0.083671782	0.266824808	0.482858402	178	8
OR4F29	0.14860856	0.047734589	0.159969646	178	99
OR4K14	0.011370597	0.880260676	0.939534018	178	3
OR4N2	0.048040222	0.524262454	0.716834131	178	20
OR4N3P	-0.093583006	0.214057581	0.423155459	178	5
OR4N4	-0.132177282	0.078617309	0.223216183	178	7
OR51A7	-0.082600255	0.273019668	0.489692011	178	3
OR51B2	0.090671326	0.228719204	0.440213609	178	10
OR51B4	0.186861385	0.012506685	0.061703393	178	33
OR51B5	0.120287671	0.109744236	0.278108743	178	31
OR51B6	0.03657391	0.627902471	0.790434394	178	3
OR51E1	-0.043644809	0.562948392	0.745096486	178	178
OR51E2	-0.026244549	0.728036203	0.855083623	178	177
OR51I1	0.060471124	0.422648093	0.637097377	178	21
OR51M1	0.154326154	0.039705451	0.141135285	178	3
OR51Q1	0.149784105	0.045981581	0.156137007	178	5
OR51S1	-0.053302955	0.479788707	0.683723112	178	3
OR52B2	0.013640989	0.856587594	0.927711857	178	11
OR52B4	-0.056247165	0.455827853	0.666189207	178	14
OR52B6	0.024659432	0.743872357	0.863984258	178	32
ACSS1	0.358372813	1.07E-06	2.88E-05	178	178
OR52H1	0.00709525	0.925111781	0.96163383	178	14
OR52I1	-0.074329254	0.324106572	0.543033668	178	26
OR52I2	0.032380931	0.667861813	0.817930106	178	6
OR52K1	-0.024732664	0.743138301	0.863472183	178	10
OR52K2	-0.004306843	0.954500672	0.977787608	178	29
OR52L1	-0.083769884	0.266262477	0.482292514	178	7
OR52N1	0.058569654	0.437407596	0.650567717	178	25
ADH1C	0.358743054	1.05E-06	2.81E-05	178	178
OR52N4	0.123223279	0.101281537	0.264772754	178	133
OR52N5	0.100858903	0.180387217	0.382146378	178	28
OR52R1	0.011542373	0.878465605	0.938656591	178	3
OR52W1	0.03754908	0.618756619	0.784520284	178	41
OR56A5	0.033154619	0.660413581	0.812229017	178	10
OR56B1	0.00740372	0.92186609	0.96001376	178	71
OR56B4	0.128416016	0.087581985	0.24043401	178	102
OR5AK2	-0.03399742	0.652337823	0.807432299	178	13
OR5AN1	-0.103690494	0.168396962	0.365782536	178	3
OR5AP2	0.193347867	0.009713753	0.051411695	178	3
OR5AU1	0.04413599	0.558558382	0.742067551	178	5
OR5B12	0.060621433	0.421493843	0.636022003	178	22
OR5B21	-0.058753907	0.435964655	0.649251776	178	9
OR5B2	-0.06639827	0.378537317	0.59589608	178	20
OR5C1	-0.043744402	0.562056929	0.744464713	178	15
OR5E1P	0.00170989	0.981927806	0.991466461	178	13
OR5K1	0.080909001	0.282994445	0.500388792	178	51
OR5K2	0.008434009	0.911035163	0.95498353	178	122
OR5M11	-0.05559478	0.461078858	0.669827064	178	23
OR5P2	-0.075441865	0.316896464	0.535720881	178	7
OR5P3	0.100505719	0.181925781	0.38384554	178	8
OR6A2	-0.055509134	0.4617707	0.670513572	178	29
OR6B1	0.005940576	0.93727166	0.968706218	178	3
OR6B2	0.03691905	0.62465892	0.788442529	178	12
OR6B3	-0.003832279	0.959509639	0.980230606	178	7
OR6C70	0.025862588	0.731841975	0.856502755	178	4
OR6F1	0.050855886	0.500210654	0.699022295	178	7
OR6K3	0.067986371	0.367213731	0.584906576	178	28
OR6M1	0.225960851	0.002423138	0.018528669	178	15
OR6N1	-0.13238363	0.078147754	0.222462069	178	4
OR6S1	-0.046474165	0.537889703	0.726486401	178	17
HMP19	0.35647149	1.04E-06	2.80E-05	178	175
OR6W1P	-0.043682117	0.562614371	0.744803948	178	12
OR7A5	-0.013012117	0.863132895	0.931125292	178	71
OR7C1	-0.014797491	0.844576518	0.921364673	178	54
OR7D2	0.040774683	0.588925143	0.763132799	178	155
OR7D4	-0.164473704	0.02824578	0.111190864	178	5
OR7E156P	0.059135133	0.432987816	0.646913568	178	8
OR7E24	0.048211998	0.52277847	0.71598708	178	9
OR7E37P	-0.047395064	0.529855067	0.720935395	178	64
OR7E5P	-0.194896408	0.00913471	0.049298512	178	9
OR7E91P	0.076040924	0.313057897	0.532130719	178	161
OR8A1	-0.058484855	0.438072597	0.651213918	178	3
RNASE7	0.356531602	1.04E-06	2.79E-05	178	169
OR8G5	-0.033679772	0.655376865	0.808931583	178	5
OR8S1	0.111853039	0.137157344	0.321306637	178	17
OR9A2	0.017280351	0.818914419	0.907643945	178	5
OR9A4	-0.056766265	0.451673598	0.662861343	178	25
OR9G4	0.067531709	0.370434013	0.588129758	178	3
OR9G9	-0.001964247	0.979240014	0.990307985	178	4
OR9I1	0.23520536	0.001575636	0.013309107	178	14
OR9Q1	0.135487115	0.071354876	0.209841065	178	10
ORAI1	-0.038109302	0.613528689	0.780488696	178	178
ORAI2	-0.093001705	0.216706872	0.426297609	178	178
ORAI3	0.000796869	0.991577161	0.996414614	178	178
ORAOV1	0.017552399	0.816113747	0.906263449	178	178
ORC1L	-0.191379349	0.010592139	0.054809767	178	178
ORC2L	0.021213327	0.778665335	0.885158283	178	178
ORC3L	0.030658764	0.684556959	0.82775267	178	178
ORC4L	0.071459691	0.343187112	0.561700616	178	178
ORC5L	0.08548097	0.256584288	0.471507771	178	178
TTN	0.356746474	1.02E-06	2.75E-05	178	178
KIFC3	0.356934597	1.01E-06	2.72E-05	178	178
ORM2	0.180781063	0.015741306	0.073102064	178	121
ORMDL1	-0.058343769	0.438814486	0.652022667	178	178
ORMDL2	-0.024902945	0.741196623	0.862279671	178	178
ORMDL3	0.01427981	0.849948742	0.923759834	178	178
OS9	0.162438865	0.030384432	0.116551262	178	178
OSBP2	0.089087627	0.236985053	0.450016756	178	178
RNF130	0.356973961	1.00E-06	2.71E-05	178	178
OSBPL11	0.154022354	0.040101471	0.141930639	178	178
OSBPL1A	0.131006773	0.08132409	0.228413042	178	178
OSBPL2	-0.030652315	0.684341074	0.827705694	178	178
OSBPL3	-0.221674308	0.002941796	0.021394288	178	178
OSBPL5	-0.117186573	0.11927563	0.292588552	178	178
OSBPL6	-0.050445326	0.503681199	0.701960522	178	178
OSBPL7	-0.082277491	0.274617419	0.491339562	178	178
OSBPL8	0.086558666	0.250351655	0.464599497	178	178
OSBPL9	0.232793115	0.001809823	0.014769635	178	178
OSBP	0.193336944	0.00981159	0.051792414	178	178
OSCAR	0.117652504	0.117742034	0.290484215	178	178
OSCP1	0.082679737	0.272556834	0.489246491	178	178
OSGEPL1	-0.082679693	0.27255709	0.489246491	178	178
OSGEP	-0.079301777	0.292697823	0.511109744	178	178
OSGIN1	0.003809862	0.959716286	0.980289779	178	178
OSGIN2	0.100134159	0.183379093	0.385431355	178	178
OSMR	-0.017809865	0.813465333	0.904999634	178	178
OSM	0.018917396	0.802097227	0.898570651	178	178
OSR1	0.175958065	0.018803957	0.083090378	178	177
OSR2	-0.046907873	0.53409815	0.723931757	178	177
OST4	-0.158036405	0.035222741	0.129406068	178	178
OSTBETA	-0.005418409	0.942775545	0.971415957	178	141
OSTCL	0.126291454	0.092983356	0.249579595	178	178
OSTC	-0.017983273	0.811507745	0.903989342	178	178
OSTF1	-0.097249042	0.196569781	0.401463629	178	178
OSTM1	0.073702375	0.327886883	0.546773083	178	178
OSTN	0.1196221	0.111737895	0.281527529	178	28
OSTalpha	0.049163314	0.514598899	0.710469114	178	178
BMF	0.359455874	9.93E-07	2.69E-05	178	178
OTOA	0.163685768	0.02912179	0.113401786	178	178
HMX2	0.357307288	9.78E-07	2.65E-05	178	128
OTOL1	-0.033586921	0.65626627	0.809308169	178	3
OTOP1	-0.059151745	0.432858367	0.646913568	178	12
OTOP2	-0.033045673	0.661460408	0.812808731	178	40
CNTN2	0.357352793	9.74E-07	2.65E-05	178	172
OTOR	0.140295791	0.061784246	0.190180835	178	104
OTOS	-0.09612031	0.20183981	0.408597503	178	25
OTP	-0.160996906	0.031804545	0.120226165	178	82
OTUB1	-0.111111584	0.139694698	0.324559154	178	178
OTUB2	-0.07534718	0.317184549	0.536023184	178	178
OTUD1	0.000884109	0.990656746	0.995815965	178	178
OTUD3	-0.046949291	0.533381461	0.723419217	178	178
OTUD4	0.089203641	0.236372526	0.449210883	178	178
OTUD5	-0.178480502	0.017247653	0.078080376	178	178
OTUD6A	-0.108578896	0.149108938	0.338672197	178	8
OTUD6B	-0.039886034	0.597077841	0.76966214	178	178
HTR1E	0.35775296	9.46E-07	2.57E-05	178	52
OTUD7B	0.06674341	0.376058422	0.593533005	178	178
OTX1	-0.114656655	0.127517803	0.305270828	178	178
OTX2	0.004881796	0.948434516	0.974814136	178	11
OVCA2	-0.006476021	0.931572309	0.965697258	178	178
OVCH1	-0.007564826	0.920171468	0.959322539	178	88
OVCH2	0.073316984	0.330757732	0.549706118	178	58
GAS2	0.360164438	9.43E-07	2.57E-05	178	178
OVOL1	-0.100120381	0.183615406	0.385846019	178	176
OVOL2	-0.035783573	0.635356703	0.795664562	178	178
OXA1L	0.030916181	0.682051505	0.826221682	178	178
OXCT1	-0.146958972	0.0503587	0.166126072	178	178
OXCT2	-0.013917009	0.85358219	0.925865039	178	178
G6PC2	0.358001547	9.28E-07	2.53E-05	178	170
OXGR1	0.191284608	0.010535552	0.054608129	178	163
OXNAD1	-0.014781975	0.844737429	0.921438543	178	178
OXR1	0.100295927	0.182844254	0.384704661	178	178
OXSM	0.104727171	0.164158862	0.35967616	178	178
OXSR1	-0.066736991	0.376104434	0.593533005	178	178
OXTR	-0.06088013	0.419148115	0.633511797	178	178
OXT	-0.065614571	0.384202982	0.600619072	178	128
RASSF4	0.360500634	9.20E-07	2.51E-05	178	178
P2RX2	0.13736792	0.067477165	0.202656964	178	155
P2RX3	-0.058010897	0.441800016	0.654344508	178	118
PPP2R3A	0.358151901	9.18E-07	2.51E-05	178	178
P2RX5	0.057929938	0.442438508	0.654998799	178	178
P2RX6	-0.123800906	0.099678702	0.262002746	178	178
MKNK1	0.360870874	8.95E-07	2.45E-05	178	178
P2RY10	0.135560239	0.071231693	0.209697113	178	178
P2RY11	0.011682797	0.876885536	0.938134209	178	177
GNG13	0.358532077	8.92E-07	2.45E-05	178	141
USP2	0.36102195	8.85E-07	2.43E-05	178	178
P2RY14	0.137211428	0.067830742	0.203348255	178	177
KIAA0922	0.361283671	8.68E-07	2.39E-05	178	178
P2RY2	-0.039793431	0.59759989	0.769883395	178	177
P2RY4	-0.063675242	0.398442675	0.614475546	178	136
P2RY6	0.172418342	0.021473921	0.091244139	178	178
C2orf67	0.358928556	8.66E-07	2.39E-05	178	178
P4HA1	-0.146254664	0.051481025	0.168540695	178	178
P4HA2	0.077351587	0.3044536	0.52390569	178	178
P4HA3	-0.056684099	0.452329738	0.663135249	178	178
P4HB	0.164987018	0.027750333	0.109771671	178	178
P4HTM	0.019276988	0.798228008	0.896674466	178	178
P704P	-0.082501	0.27359839	0.490359337	178	178
PA2G4P4	-0.018218407	0.809267237	0.902869011	178	178
PA2G4	-0.140487356	0.061425941	0.189431776	178	178
PAAF1	0.080212484	0.287172701	0.505389194	178	178
PABPC1L2A	-0.038743638	0.607632579	0.776389751	178	31
PABPC1L2B	0.119916272	0.110853262	0.280022024	178	73
PABPC1L	0.003041719	0.967835617	0.984335048	178	178
PABPC1P2	0.03527095	0.640211339	0.799011551	178	92
PABPC1	-0.070894754	0.347025716	0.565805286	178	178
PABPC3	-0.021094146	0.77967357	0.885767212	178	178
PABPC4L	0.085694771	0.255124329	0.469898331	178	177
HYDIN	0.358926237	8.66E-07	2.39E-05	178	177
PABPC5	0.076385557	0.310546641	0.529557543	178	177
PABPN1L	0.010975935	0.884387231	0.941543683	178	56
PABPN1	-0.122772039	0.102515788	0.26658213	178	178
PACRGL	-0.15311803	0.041300017	0.144663622	178	178
NSUN2	-0.35909559	8.55E-07	2.36E-05	178	178
PACS1	0.046541863	0.537296992	0.726164358	178	178
PACS2	0.094670068	0.20875987	0.416646033	178	178
PACSIN1	0.182208443	0.015025475	0.070707695	178	178
PACSIN2	0.235004296	0.001590737	0.013408028	178	178
PACSIN3	0.119436744	0.112298127	0.282229684	178	178
PADI1	-0.069191544	0.358761773	0.577229886	178	175
ZNF22	0.361602844	8.48E-07	2.35E-05	178	178
PADI3	-0.083910471	0.265458024	0.481707531	178	159
PADI4	-0.007787586	0.917828906	0.95834559	178	160
PADI6	0.130582541	0.082323441	0.230261457	178	18
PAEP	0.011113842	0.882944923	0.941052817	178	167
PAF1	-0.039012521	0.604814046	0.774735567	178	178
PAFAH1B1	0.093932727	0.212342859	0.421319254	178	178
PAFAH1B2	0.059239581	0.431809109	0.64573798	178	178
PAFAH1B3	-0.100329919	0.182520814	0.384442955	178	178
PAFAH2	0.11698224	0.119859672	0.293438795	178	178
PAG1	0.119214324	0.112920802	0.283182744	178	178
PAGE1	-0.065845164	0.382530623	0.599426305	178	15
PAGE2B	-0.021791323	0.77279679	0.88182242	178	78
PAGE2	-0.07706416	0.306571837	0.525863247	178	19
PAGE4	0.061375972	0.415727354	0.630245882	178	34
PAGE5	0.003170084	0.966501625	0.983815667	178	49
NUDT9	0.359622035	8.22E-07	2.28E-05	178	178
FGD3	0.362081604	8.19E-07	2.27E-05	178	178
PAIP1	-0.071795848	0.34058002	0.559401056	178	178
BEX5	0.362334815	8.04E-07	2.24E-05	178	178
PAIP2	0.057671377	0.444115032	0.656078925	178	178
PAK1IP1	-0.001440537	0.984774278	0.992537923	178	178
PAK1	-0.017293869	0.818775203	0.907587918	178	178
PAK2	-0.10646241	0.157243988	0.350783237	178	178
SLC6A4	0.359900671	8.05E-07	2.24E-05	178	171
PAK4	-0.079770919	0.289542408	0.50785938	178	178
PAK6	0.062750484	0.404981644	0.620204388	178	178
IFNAR1	0.362566747	7.90E-07	2.20E-05	178	178
PALB2	-0.105037777	0.162904698	0.358078867	178	178
PALLD	-0.0132542	0.860612166	0.9297282	178	178
PALM2-AKAP2	0.01508731	0.841424827	0.919507896	178	178
PALM2	-0.047179146	0.531733462	0.722199154	178	178
TMEM220	0.362711439	7.82E-07	2.18E-05	178	178
PALMD	0.225862805	0.002486405	0.01891734	178	178
PALM	0.032400337	0.66767459	0.817751462	178	178
RBP2	0.360714625	7.57E-07	2.11E-05	178	152
PAM	-0.073195954	0.331228371	0.550209327	178	178
PAN2	0.030673593	0.684133689	0.827630516	178	178
PAN3	0.075411015	0.316773834	0.535695355	178	178
PANK1	0.047598276	0.527733402	0.719434697	178	178
PANK2	-0.100748142	0.180868685	0.382554003	178	178
PANK3	0.083425495	0.268240123	0.484457014	178	178
PANK4	0.008412346	0.911262726	0.955128802	178	178
PANX1	-0.038689113	0.608138398	0.776729666	178	178
PANX2	-0.01870886	0.804052837	0.900098551	178	178
PANX3	-0.04636762	0.538823175	0.727332205	178	18
PAOX	0.030643804	0.684424034	0.827728266	178	178
PAPD4	0.044756596	0.55303532	0.737604237	178	178
PAPD5	0.189831461	0.011150565	0.056842297	178	178
PAPD7	-0.153314853	0.041036627	0.14397769	178	178
PAPLN	0.227076968	0.002302466	0.017826534	178	178
PAPL	-0.076404594	0.310742486	0.529708787	178	157
PAPOLA	0.024648683	0.743980114	0.864007915	178	178
PAPOLB	0.215317494	0.0038969	0.026398524	178	66
PAPOLG	0.110759548	0.141064589	0.326399623	178	178
PAPPA2	0.152765528	0.041775284	0.145919758	178	172
PAPPA	-0.10078639	0.18070232	0.382363636	178	178
PAPSS1	0.166637143	0.026207661	0.105417066	178	178
PAPSS2	0.052745529	0.484400659	0.687632285	178	178
PAQR3	-0.105962315	0.159214007	0.353503007	178	178
PAQR4	-0.082611559	0.272668418	0.489291306	178	178
PDE6B	0.363232755	7.52E-07	2.10E-05	178	177
PAQR6	-0.098195715	0.192038765	0.395972318	178	178
PAQR7	0.201514157	0.007074175	0.040878064	178	178
PAQR8	-0.088405614	0.240356734	0.453894378	178	178
PAQR9	0.025033785	0.740122391	0.861682352	178	104
C20orf56	0.363513627	7.37E-07	2.06E-05	178	177
PAR1	0.221791294	0.002926402	0.021321546	178	131
PAR4	-0.017815932	0.813402957	0.904981155	178	24
KIAA1598	0.361110446	7.35E-07	2.06E-05	178	178
PARD3B	0.143501493	0.056009391	0.178346166	178	178
PARD3	0.205860449	0.005837696	0.035705103	178	178
PARD6A	0.199384209	0.007712203	0.043484773	178	178
PARD6B	0.10613674	0.158389264	0.352463347	178	178
PARD6G	-0.008612362	0.909161829	0.953828842	178	178
PARG	-0.028096818	0.709676312	0.843135027	178	178
PARK2	0.241807755	0.001146837	0.010513471	178	178
PARK7	-0.014301088	0.84972779	0.923621225	178	178
PARL	-0.072135274	0.338632152	0.557451897	178	178
PARM1	0.099636249	0.185575488	0.388149958	178	178
PARN	-0.208144666	0.005302898	0.033209522	178	178
PARP10	-0.057418228	0.446486265	0.658032302	178	178
